review_text,label
"סה""כ מקום מצויין, למרות שבניגוד לגן החיות התנכ""י יש תחושה מסויימת של ריחוק מהחיות",REAL
מתחם גדול עם שפע בעלי חיים. חלקם בשטח פתוח וחלקם בכלובים.ההגעה לספארי (נכון לתאריך הפרסום) היא בהרשמה מראש בלבד. במקום היו לא מעט מבקרים (ובהתאם גם פקקים בדרכי הגישה והיציאה). לא נצפתה אכיפה בכל הקשור לשמירת מרחק …,REAL
"מקום ממש ממולץ להגיע מתי שאין הרבה אנשים ,אם יש יותר מידי אנשים עדיף שלא",REAL
"ספארי וגן חיות מטופח, הסברים ליד החיות, מתחמים מונגשים, מגוון חיות. יש מזנונים. מומלץ לכל הגילאים",REAL
"חם ולח ואין מקומות ממוזגים לנשום מפעם לפעם, עמוס מאוד באנשים גם בזמן קורונה, אין הגבלת מבקרים ומפוצץ.אין מספיק צוות שאוכף את ההנחיות ואנשים מאכילים את החיות ומציקים להם באין מפריע. כן סביר כי יש פוטנציאל ויש חיות חמודות (ומסכנות) ויש הנגשה של הכלובים לילדים על ידי מדרגות.",REAL
היינו בסיור לילה למבוגרים.מומלץ.. שונה..רואים דברים אחרים …,REAL
מקום מהמם בהתחלה נוסעים ברכב ועוברים ממש בין החיות ללא כלובים ואחר כך אפשר לחנות ולטייל בגן חיות הילדים ממש נהנו וגם אנחנו …,REAL
לא יותר מנחמדזה לא הכי מושקע...יש אם התנכי... …,REAL
תמיד כיף לטייל שם. מנסים לחדש כל הזמןביקרת ב: …,REAL
"היה ממש כיף, שעות צהריים באמצע השבוע- מומלץ מאוד. חוץ מכמה חיות שישנו, אבל לגיטימי 😉 לעיתים מבאס לראות את החיות בכלובים- אבל סה''כ נקי מאוד והחיות נראות מטופחות ומטופלות.",REAL
"המקום שהיה אהוב על הבת שלי ועכשיו מתחיל סוף סוף לעבור לה.יש לנו מנוי שעולה כמו שלוש כניסות יחיד לספארי, כלומר שזה משתלם למי שבא לספארי בממוצע שלוש פעמים ומעלה (או סתם מי שרוצה לסייע כספית לספארי להאכיל את החיות שם שזו …",REAL
"ריח טוב ומדויק, עדין , ונעים",FAKE
ממש חמוד וכיפי,FAKE
מטורףף אהבתי ממש,FAKE
מושלם!,FAKE
מעולה,FAKE
כייף,FAKE
"מוצר מושלם, אני מאוהבת! מתה על אפקט החום שלו.",FAKE
"מחמם את האיזור, טעים, רך ונעים למגע",FAKE
מוצר נדירר,FAKE
חלומי ומפנק,FAKE
מצוין,FAKE
טובבבב זה אחד הדברים. חובה בכל שידה בחדר שינה. ריח מטריף חושים ונעים כלכך. ממליצה מאוד 🫶,FAKE
מושלם ויעיל,FAKE
"מעולה. במרקם המתאים, לא שמנוני מידי ולא יבש מידי. אחוזי הצלחה מאוד גבוהים ;)",FAKE
"אחלה שמן, אחלה מוצר, עושה עבודה עם ריח משגע והרגשת נעימות בכל הגוף. הולך איתנו לחו""ל לחופשות ולכל מקום בעצם",FAKE
פגז!,FAKE
זה הפך להיות הפור פליי שלנו תודה עליכם איזה שדרוג,FAKE
נוח לשימוש ריח טעם וואו!!!! משדרג מאוד את החוויה,FAKE
מוצר מדהים ברמות !! ממליצה מאדד,FAKE
"נעים למגע עם ריח טוב, עושה טוב את העבודה. גם אריזה מספיק גדולה שלא יגמר יותר מדי מהר :-)",FAKE
חבר קבוע שלנו ליד המיטה. כיף שהחדר אחר כך מריח מקוקוס מתוק,FAKE
מוצר מצויין! אהבנו אותו מאוד! אין ספק שנרכוש אותו שוב,FAKE
חומר איכותי. טעם לא חזק מדי מאוזן כמו שצריך. למרות שהמחיר ביחס לכמות טיפה גבוה.,FAKE
מוצר מעולה. טעים ונעים,FAKE
מגוון ונוח לנשיאה,FAKE
מארז מגוון שמטריף את החושים! שיח מעורר כבר בבחירת הטעם היומי😅,FAKE
החבר הכי טוב שלי,FAKE
"מדליק, טעים",FAKE
אחלה מוצר היה אחלה סקס בכייף המין אורלי לגברת היה פגז גם לפני כן הבאתי אותה לאורגזמה דגדגנית של החיים ממליץ בגדול תהנו,FAKE
מטורף,FAKE
יש לו מקום של כבוד ליד המיטה  הופך את כל החוויה למסעירה ומהנה יותר.  תודה,FAKE
מוצר מעולה משדרג את חדר המיטות בצורה נפלאה,FAKE
מטריף!!!!!,FAKE
"מצוין, מרקם נעים. במיוחד ריח הדובדבן.",FAKE
ממש טוב,FAKE
מושלם,FAKE
טעים נעים ומפנק!!  משדרג את הזמן ביחד ומעניק הנאה מובטחת. לא דומה לשום דבר אחר שניסיתי בעבר. מומלץ בחום!!!,FAKE
"מוצר מושלם, לא מעפן כמו כל המוצרים שיש בשוק!",FAKE
נדיר,FAKE
מצויין,FAKE
נהיה חבר קבע בחדר המיטות 💥💥💥,FAKE
מושלם ברמות מי שלא קונה פראיירית.,FAKE
עייי,FAKE
המוצר הגיע מהר ועובד בדיוק כפי שתואר. משתמש בו יום‑יום ומאוד מרוצה.,REAL
"השירות בחנות היה סבלני ואדיב, עזרו לי לבחור דגם שמתאים לצרכים שלי.",REAL
"אני משתמש במוצר כבר כמה חודשים והוא עדיין נראה כמו חדש, שווה כל שקל.",REAL
"המקום נקי, הצוות מחייך והאוכל טעים. בהחלט אחזור שוב עם המשפחה.",REAL
"קיבלתי מענה מהיר לשאלה שלי במוקד השירות, פתרו את הבעיה בשיחה אחת.",REAL
"הזמנתי אונליין, תהליך ההזמנה היה פשוט וברור, והמשלוח הגיע לפני הזמן.",REAL
הטכנאי הגיע בדיוק בשעה שנקבעה וסידר את התקלה תוך כמה דקות.,REAL
"ניסיון קניה ראשון שלי בחנות הזאת והייתי מופתע לטובה, אקנה כאן שוב.",REAL
"הסדנה הייתה מעניינת, המדריך ענה על כל השאלות והחומר הוסבר בצורה ברורה.",REAL
"המלון ממוקם קרוב למרכז, החדרים נקיים והצוות מסייע בכל דבר.",REAL
"הקורס בנוי טוב, יש תרגילים אחרי כל שיעור והמרצה מסביר בסבלנות.",REAL
"הפריט נראה בדיוק כמו בתמונה באתר, הצבע והמידה יצאו מושלמים.",REAL
"המסעדה מציעה מנות צמחוניות טעימות, היה נעים לשבת שם בערב.",REAL
השדרוג שקניתי אכן שיפר משמעותית את ביצועי המחשב שלי.,REAL
"הכיסא נוח מאוד גם אחרי כמה שעות ישיבה, נהיה לי קל יותר לעבוד מהבית.",REAL
הזמנתי מתנה לחברה והם עטפו אותה יפה בלי שבכלל ביקשתי.,REAL
"שדרגו לי את החבילה בלי תשלום נוסף אחרי טעות בחשבונית, שירות הוגן.",REAL
"הספר שקניתי מרתק, הדפים איכותיים והכריכה חזקה, מרגיש מוצר איכותי.",REAL
"הפעלתי את המכשיר ישר מהקופסה, כל ההגדרות היו ברורות וזה עבד מיד.",REAL
"האפליקציה פשוטה לשימוש, אפילו ההורים שלי הסתדרו איתה בלי הדרכה.",REAL
המוצר הגיע מהר ועובד בדיוק כפי שתואר. משתמש בו יום‑יום ומאוד מרוצה. (קניה מספר 21).,REAL
"השירות בחנות היה סבלני ואדיב, עזרו לי לבחור דגם שמתאים לצרכים שלי. (קניה מספר 22).",REAL
"אני משתמש במוצר כבר כמה חודשים והוא עדיין נראה כמו חדש, שווה כל שקל. (קניה מספר 23).",REAL
"המקום נקי, הצוות מחייך והאוכל טעים. בהחלט אחזור שוב עם המשפחה. (קניה מספר 24).",REAL
"קיבלתי מענה מהיר לשאלה שלי במוקד השירות, פתרו את הבעיה בשיחה אחת. (קניה מספר 25).",REAL
"הזמנתי אונליין, תהליך ההזמנה היה פשוט וברור, והמשלוח הגיע לפני הזמן. (קניה מספר 26).",REAL
הטכנאי הגיע בדיוק בשעה שנקבעה וסידר את התקלה תוך כמה דקות. (קניה מספר 27).,REAL
"ניסיון קניה ראשון שלי בחנות הזאת והייתי מופתע לטובה, אקנה כאן שוב. (קניה מספר 28).",REAL
"הסדנה הייתה מעניינת, המדריך ענה על כל השאלות והחומר הוסבר בצורה ברורה. (קניה מספר 29).",REAL
"המלון ממוקם קרוב למרכז, החדרים נקיים והצוות מסייע בכל דבר. (קניה מספר 30).",REAL
"הקורס בנוי טוב, יש תרגילים אחרי כל שיעור והמרצה מסביר בסבלנות. (קניה מספר 31).",REAL
"הפריט נראה בדיוק כמו בתמונה באתר, הצבע והמידה יצאו מושלמים. (קניה מספר 32).",REAL
"המסעדה מציעה מנות צמחוניות טעימות, היה נעים לשבת שם בערב. (קניה מספר 33).",REAL
השדרוג שקניתי אכן שיפר משמעותית את ביצועי המחשב שלי. (קניה מספר 34).,REAL
"הכיסא נוח מאוד גם אחרי כמה שעות ישיבה, נהיה לי קל יותר לעבוד מהבית. (קניה מספר 35).",REAL
הזמנתי מתנה לחברה והם עטפו אותה יפה בלי שבכלל ביקשתי. (קניה מספר 36).,REAL
"שדרגו לי את החבילה בלי תשלום נוסף אחרי טעות בחשבונית, שירות הוגן. (קניה מספר 37).",REAL
"הספר שקניתי מרתק, הדפים איכותיים והכריכה חזקה, מרגיש מוצר איכותי. (קניה מספר 38).",REAL
"הפעלתי את המכשיר ישר מהקופסה, כל ההגדרות היו ברורות וזה עבד מיד. (קניה מספר 39).",REAL
"האפליקציה פשוטה לשימוש, אפילו ההורים שלי הסתדרו איתה בלי הדרכה. (קניה מספר 40).",REAL
"מוצר מהפכני שלא ראיתי בחיים שלי, פשוט שינה לי את כל המציאות ברגע אחד!",FAKE
"אם לא תקנו עכשיו תפספסו הזדמנות חד פעמית, אין דברים כאלה בשום מקום אחר.",FAKE
"שירות מושלם ברמות שלא קיימות, הצוות קורא מחשבות ויודע מה אתה צריך מראש.",FAKE
"לא האמנתי עד כמה שזה טוב, תוך יומיים החיים שלי התהפכו ב‑180 מעלות.",FAKE
"כל מי שאני מכיר כבר הזמין והחיים שלו השתנו, אין שום חסרונות בכלל.",FAKE
אני בדרך כלל לא כותב ביקורות אבל זה כל כך נדיר שהייתי חייב לשתף את כל העולם.,FAKE
"הרגשתי כמו בסרט, הכול זרם בצורה על‑טבעית, לא נתקלתי בדבר כזה לפני.",FAKE
"תוך שעה קיבלתי תוצאות שלא קיבלתי בשנים, זה פשוט קסם ולא מוצר רגיל.",FAKE
"אין שום מוצר מתחרה שמתקרב לזה אפילו קצת, זה הכי טוב בעולם בפער עצום.",FAKE
אם אתם קוראים את זה – תסמכו עליי בעיניים עצומות ותקנו מיד בלי לחשוב פעמיים.,FAKE
"ממליץ לכל בני האדם באשר הם, בכל גיל ובכל מצב, זה פתרון מושלם לכולם.",FAKE
"האיכות אסטרונומית, נוגעת בשלמות ברמה שאי אפשר לתאר במילים רגילות.",FAKE
"העסקה הכי טובה בהיסטוריה של הקניות אונליין, אין מצב שתתאכזבו.",FAKE
"הכוכבים הסתדרו בשמיים ביום שקניתי את המוצר הזה, מאז הכול מסתדר לי.",FAKE
"שום דבר בחיים שלי לא היה כל כך מושלם, אין אפילו פרט אחד לשיפור.",FAKE
"אם הייתה אפשרות לתת עשרים כוכבים הייתי נותן, חוויית משתמש מושלמת מדי.",FAKE
"קניתי עשרות כאלה לכל המשפחה ולכל השכנים, כולם יצאו פשוט בהלם.",FAKE
"זה מוצר שחייב להיות בכל בית על פני כדור הארץ, אי אפשר לחיות בלעדיו.",FAKE
"מי שלא קונה מפספס את סוד ההצלחה בחיים, זה המפתח להכול.",FAKE
"אין צורך לבדוק ביקורות אחרות, זה חד משמעית הדבר הכי טוב שתפגשו.",FAKE
"מוצר מהפכני שלא ראיתי בחיים שלי, פשוט שינה לי את כל המציאות ברגע אחד! (קניה מספר 21).",FAKE
"אם לא תקנו עכשיו תפספסו הזדמנות חד פעמית, אין דברים כאלה בשום מקום אחר. (קניה מספר 22).",FAKE
"שירות מושלם ברמות שלא קיימות, הצוות קורא מחשבות ויודע מה אתה צריך מראש. (קניה מספר 23).",FAKE
"לא האמנתי עד כמה שזה טוב, תוך יומיים החיים שלי התהפכו ב‑180 מעלות. (קניה מספר 24).",FAKE
"כל מי שאני מכיר כבר הזמין והחיים שלו השתנו, אין שום חסרונות בכלל. (קניה מספר 25).",FAKE
אני בדרך כלל לא כותב ביקורות אבל זה כל כך נדיר שהייתי חייב לשתף את כל העולם. (קניה מספר 26).,FAKE
"הרגשתי כמו בסרט, הכול זרם בצורה על‑טבעית, לא נתקלתי בדבר כזה לפני. (קניה מספר 27).",FAKE
"תוך שעה קיבלתי תוצאות שלא קיבלתי בשנים, זה פשוט קסם ולא מוצר רגיל. (קניה מספר 28).",FAKE
"אין שום מוצר מתחרה שמתקרב לזה אפילו קצת, זה הכי טוב בעולם בפער עצום. (קניה מספר 29).",FAKE
אם אתם קוראים את זה – תסמכו עליי בעיניים עצומות ותקנו מיד בלי לחשוב פעמיים. (קניה מספר 30).,FAKE
"ממליץ לכל בני האדם באשר הם, בכל גיל ובכל מצב, זה פתרון מושלם לכולם. (קניה מספר 31).",FAKE
"האיכות אסטרונומית, נוגעת בשלמות ברמה שאי אפשר לתאר במילים רגילות. (קניה מספר 32).",FAKE
"העסקה הכי טובה בהיסטוריה של הקניות אונליין, אין מצב שתתאכזבו. (קניה מספר 33).",FAKE
"הכוכבים הסתדרו בשמיים ביום שקניתי את המוצר הזה, מאז הכול מסתדר לי. (קניה מספר 34).",FAKE
"שום דבר בחיים שלי לא היה כל כך מושלם, אין אפילו פרט אחד לשיפור. (קניה מספר 35).",FAKE
"אם הייתה אפשרות לתת עשרים כוכבים הייתי נותן, חוויית משתמש מושלמת מדי. (קניה מספר 36).",FAKE
"קניתי עשרות כאלה לכל המשפחה ולכל השכנים, כולם יצאו פשוט בהלם. (קניה מספר 37).",FAKE
"זה מוצר שחייב להיות בכל בית על פני כדור הארץ, אי אפשר לחיות בלעדיו. (קניה מספר 38).",FAKE
"מי שלא קונה מפספס את סוד ההצלחה בחיים, זה המפתח להכול. (קניה מספר 39).",FAKE
"אין צורך לבדוק ביקורות אחרות, זה חד משמעית הדבר הכי טוב שתפגשו. (קניה מספר 40).",FAKE
"קיבלתי אותו מתנה. מצד אחד מרגיש איכותי ביד, אבל מצד שני הרעש חזק מאוד. בסך הכול אני מרוצה.",REAL
"אספתי מהחנות בקניון. מצד אחד השימוש נוח ופשוט, אבל מצד שני הפלסטיק מרגיש זול. לא בטוח שאקנה שוב אבל בינתיים בסדר.",REAL
"רכשתי במבצע. מצד אחד עומד בדיוק בציפיות, אבל מצד שני הייתי מצפה ליותר במחיר הזה. ממליץ למי שמחפש משהו פשוט.",REAL
רכשתי במבצע והחוויה הייתה גרועה ברמות. אחרי כמה שימושים התחילו תקלות. לא מבין איך יש לזה בכלל ביקורות טובות באתר.,FAKE
הוזמן מאתר אינטרנט ידוע והחוויה הייתה גרועה ברמות. הרעש חזק מאוד. לא מבין איך יש לזה בכלל ביקורות טובות באתר.,FAKE
"אספתי מהחנות בקניון וזה פשוט לא ייאמן כמה המיקסר הזה מושלם!!! האיכות מרשימה ברמה אחרת לגמרי, כל מי שלא קונה מפספס הזדמנות חד פעמית בחיים שלו!",FAKE
"קניתי לפני כמה שבועות. המחשב הנייד עובד מצוין, עומד בדיוק בציפיות. בסך הכול אני מרוצה.",REAL
"קיבלתי אותו מתנה. הסוללה נגמרת מהר. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"אני משתמש בו יום‑יום. לא עומד בציפיות. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"הוזמן מאתר אינטרנט ידוע וזה פשוט לא ייאמן כמה הטלפון הזה מושלם!!! האיכות מרשימה ברמה אחרת לגמרי, פשוט וואו, שינה לי את החיים מקצה לקצה!!!",FAKE
"השתמשתי בו במשך חודש. מצד אחד האיכות מרשימה, אבל מצד שני הסוללה נגמרת מהר. ממליץ למי שמחפש משהו פשוט.",REAL
"קיבלתי אותו מתנה וזה פשוט לא ייאמן כמה המוצר הזה מושלם!!! השימוש נוח ופשוט ברמה אחרת לגמרי, כל מי שלא קונה מפספס הזדמנות חד פעמית בחיים שלו!",FAKE
קיבלתי אותו מתנה והחוויה הייתה גרועה ברמות. הרעש חזק מאוד. זה המוצר הכי גרוע שנתקלתי בו אי פעם!!!,FAKE
"אספתי מהחנות בקניון. הטלפון עובד מצוין, האיכות מרשימה. כנראה שהייתי קונה שוב.",REAL
"רכשתי במבצע וזה פשוט לא ייאמן כמה המכשיר הזה מושלם!!! הכול עובד חלק ברמה אחרת לגמרי, פשוט וואו, שינה לי את החיים מקצה לקצה!!!",FAKE
"קיבלתי אותו מתנה והחוויה הייתה גרועה ברמות. לא עומד בציפיות. חבל על כל שקל, פשוט אסון מה שהולך כאן.",FAKE
"אספתי מהחנות בקניון וזה פשוט לא ייאמן כמה המיקסר הזה מושלם!!! השירות היה מעולה ברמה אחרת לגמרי, הכי טוב בעולם נקודה סוף!!",FAKE
"רכשתי במבצע. מצד אחד השקט במצב עבודה מפתיע לטובה, אבל מצד שני אחרי כמה שימושים התחילו תקלות. לא בטוח שאקנה שוב אבל בינתיים בסדר.",REAL
"השתמשתי בו במשך חודש. המוצר עובד מצוין, האיכות מרשימה. כנראה שהייתי קונה שוב.",REAL
"אספתי מהחנות בקניון והחוויה הייתה גרועה ברמות. השירות לקוחות לא ענה. אל תקנו בשום אופן, טעות של החיים!",FAKE
"הגיע עם שליח עד הבית והחוויה הייתה גרועה ברמות. הסוללה נגמרת מהר. חבל על כל שקל, פשוט אסון מה שהולך כאן.",FAKE
"אספתי מהחנות בקניון. המחשב הנייד עובד מצוין, האיכות מרשימה. כנראה שהייתי קונה שוב.",REAL
"רכשתי במבצע. הרעש חזק מאוד. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"קיבלתי אותו מתנה וזה פשוט לא ייאמן כמה האוזניות הזה מושלם!!! תמורה מעולה למחיר ברמה אחרת לגמרי, ממליץ לכולם לקנות עכשיו ולא לחשוב פעמיים!!!",FAKE
"קיבלתי אותו מתנה וזה פשוט לא ייאמן כמה המדיח הזה מושלם!!! עומד בדיוק בציפיות ברמה אחרת לגמרי, אין דברים כאלה, פשוט מושלם ומדהים ברמות שלא ראיתי בחיים!!",FAKE
"רכשתי במבצע. הייתי מצפה ליותר במחיר הזה. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
קיבלתי אותו מתנה והחוויה הייתה גרועה ברמות. האיכות מאכזבת. לא מבין איך יש לזה בכלל ביקורות טובות באתר.,FAKE
"אני משתמש בו יום‑יום וזה פשוט לא ייאמן כמה המיקסר הזה מושלם!!! הכול עובד חלק ברמה אחרת לגמרי, כל מי שלא קונה מפספס הזדמנות חד פעמית בחיים שלו!",FAKE
"אספתי מהחנות בקניון וזה פשוט לא ייאמן כמה המחשב הנייד הזה מושלם!!! הכול עובד חלק ברמה אחרת לגמרי, ממליץ לכולם לקנות עכשיו ולא לחשוב פעמיים!!!",FAKE
הוזמן מאתר אינטרנט ידוע והחוויה הייתה גרועה ברמות. הייתי מצפה ליותר במחיר הזה. זה המוצר הכי גרוע שנתקלתי בו אי פעם!!!,FAKE
"הוזמן מאתר אינטרנט ידוע. מצד אחד שווה כל שקל, אבל מצד שני החיבור לא יציב. כנראה שהייתי קונה שוב.",REAL
"אספתי מהחנות בקניון והחוויה הייתה גרועה ברמות. לא עומד בציפיות. אל תקנו בשום אופן, טעות של החיים!",FAKE
"הוזמן מאתר אינטרנט ידוע וזה פשוט לא ייאמן כמה האוזניות הזה מושלם!!! הכול עובד חלק ברמה אחרת לגמרי, הכי טוב בעולם נקודה סוף!!",FAKE
"הגיע עם שליח עד הבית. מצד אחד השקט במצב עבודה מפתיע לטובה, אבל מצד שני הרעש חזק מאוד. לשיקולכם.",REAL
"אני משתמש בו יום‑יום. אחרי כמה שימושים התחילו תקלות. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"אני משתמש בו יום‑יום. המכשיר עובד מצוין, הכול עובד חלק. ממליץ למי שמחפש משהו פשוט.",REAL
"קניתי לפני כמה שבועות. הטלוויזיה עובד מצוין, שווה כל שקל. בסך הכול אני מרוצה.",REAL
"אספתי מהחנות בקניון. האיכות מאכזבת. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"השתמשתי בו במשך חודש והחוויה הייתה גרועה ברמות. האיכות מאכזבת. חבל על כל שקל, פשוט אסון מה שהולך כאן.",FAKE
"אספתי מהחנות בקניון והחוויה הייתה גרועה ברמות. לא עומד בציפיות. חבל על כל שקל, פשוט אסון מה שהולך כאן.",FAKE
"רכשתי במבצע. מצד אחד השימוש נוח ופשוט, אבל מצד שני הסוללה נגמרת מהר. כנראה שהייתי קונה שוב.",REAL
"קניתי לפני כמה שבועות. המוצר עובד מצוין, תמורה מעולה למחיר. בסך הכול אני מרוצה.",REAL
"רכשתי במבצע. המוצר עובד מצוין, חוויית שימוש מצוינת. בסך הכול אני מרוצה.",REAL
"אספתי מהחנות בקניון. המכשיר עובד מצוין, עומד בדיוק בציפיות. לשיקולכם.",REAL
"הוזמן מאתר אינטרנט ידוע. הפלסטיק מרגיש זול. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"קניתי לפני כמה שבועות. מצד אחד שווה כל שקל, אבל מצד שני השירות לקוחות לא ענה. שווה לבדוק כמה דגמים לפני שמחליטים.",REAL
"אני משתמש בו יום‑יום. הטלפון עובד מצוין, חוויית שימוש מצוינת. ממליץ למי שמחפש משהו פשוט.",REAL
"השתמשתי בו במשך חודש. מצד אחד תמורה מעולה למחיר, אבל מצד שני השירות לקוחות לא ענה. ממליץ למי שמחפש משהו פשוט.",REAL
רכשתי במבצע והחוויה הייתה גרועה ברמות. אחרי כמה שימושים התחילו תקלות. זה המוצר הכי גרוע שנתקלתי בו אי פעם!!!,FAKE
"הוזמן מאתר אינטרנט ידוע והחוויה הייתה גרועה ברמות. השירות לקוחות לא ענה. חבל על כל שקל, פשוט אסון מה שהולך כאן.",FAKE
"אני משתמש בו יום‑יום. אחרי כמה שימושים התחילו תקלות. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"קיבלתי אותו מתנה וזה פשוט לא ייאמן כמה השואב הזה מושלם!!! השימוש נוח ופשוט ברמה אחרת לגמרי, הכי טוב בעולם נקודה סוף!!",FAKE
"הוזמן מאתר אינטרנט ידוע וזה פשוט לא ייאמן כמה המוצר הזה מושלם!!! השירות היה מעולה ברמה אחרת לגמרי, ממליץ לכולם לקנות עכשיו ולא לחשוב פעמיים!!!",FAKE
"קיבלתי אותו מתנה. הסוללה נגמרת מהר. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"קניתי לפני כמה שבועות. השואב עובד מצוין, תמורה מעולה למחיר. לשיקולכם.",REAL
"הוזמן מאתר אינטרנט ידוע והחוויה הייתה גרועה ברמות. הסוללה נגמרת מהר. חבל על כל שקל, פשוט אסון מה שהולך כאן.",FAKE
"הגיע עם שליח עד הבית. מצד אחד הכול עובד חלק, אבל מצד שני הרעש חזק מאוד. שווה לבדוק כמה דגמים לפני שמחליטים.",REAL
"קניתי לפני כמה שבועות וזה פשוט לא ייאמן כמה המחשב הנייד הזה מושלם!!! תמורה מעולה למחיר ברמה אחרת לגמרי, אין אפילו חיסרון אחד, הכול מושלם ברמה בלתי נתפסת!!",FAKE
"קניתי לפני כמה שבועות והחוויה הייתה גרועה ברמות. לא עומד בציפיות. אל תקנו בשום אופן, טעות של החיים!",FAKE
"קניתי לפני כמה שבועות. הרעש חזק מאוד. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"אספתי מהחנות בקניון והחוויה הייתה גרועה ברמות. לא עומד בציפיות. אל תקנו בשום אופן, טעות של החיים!",FAKE
"הגיע עם שליח עד הבית. אחרי כמה שימושים התחילו תקלות. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
השתמשתי בו במשך חודש והחוויה הייתה גרועה ברמות. המשלוח התעכב הרבה זמן. זה המוצר הכי גרוע שנתקלתי בו אי פעם!!!,FAKE
"השתמשתי בו במשך חודש והחוויה הייתה גרועה ברמות. המשלוח התעכב הרבה זמן. חבל על כל שקל, פשוט אסון מה שהולך כאן.",FAKE
"אספתי מהחנות בקניון. המוצר עובד מצוין, האיכות מרשימה. לשיקולכם.",REAL
קיבלתי אותו מתנה והחוויה הייתה גרועה ברמות. החיבור לא יציב. לא מבין איך יש לזה בכלל ביקורות טובות באתר.,FAKE
"קיבלתי אותו מתנה וזה פשוט לא ייאמן כמה המוצר הזה מושלם!!! האיכות מרשימה ברמה אחרת לגמרי, כל מי שלא קונה מפספס הזדמנות חד פעמית בחיים שלו!",FAKE
"קניתי לפני כמה שבועות והחוויה הייתה גרועה ברמות. הרעש חזק מאוד. חבל על כל שקל, פשוט אסון מה שהולך כאן.",FAKE
"הוזמן מאתר אינטרנט ידוע. הרעש חזק מאוד. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"קיבלתי אותו מתנה. המוצר עובד מצוין, הכול עובד חלק. ממליץ למי שמחפש משהו פשוט.",REAL
"הגיע עם שליח עד הבית. הטלוויזיה עובד מצוין, עומד בדיוק בציפיות. כנראה שהייתי קונה שוב.",REAL
"רכשתי במבצע. הסוללה נגמרת מהר. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"קיבלתי אותו מתנה. המשלוח התעכב הרבה זמן. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"הגיע עם שליח עד הבית. מצד אחד מרגיש איכותי ביד, אבל מצד שני לא עומד בציפיות. לשיקולכם.",REAL
"קיבלתי אותו מתנה. הטלפון עובד מצוין, השקט במצב עבודה מפתיע לטובה. כנראה שהייתי קונה שוב.",REAL
"הוזמן מאתר אינטרנט ידוע וזה פשוט לא ייאמן כמה המכשיר הזה מושלם!!! השימוש נוח ופשוט ברמה אחרת לגמרי, אין אפילו חיסרון אחד, הכול מושלם ברמה בלתי נתפסת!!",FAKE
"קניתי לפני כמה שבועות. מצד אחד השקט במצב עבודה מפתיע לטובה, אבל מצד שני הייתי מצפה ליותר במחיר הזה. לא בטוח שאקנה שוב אבל בינתיים בסדר.",REAL
"הגיע עם שליח עד הבית והחוויה הייתה גרועה ברמות. הפלסטיק מרגיש זול. אל תקנו בשום אופן, טעות של החיים!",FAKE
"קניתי לפני כמה שבועות. המיקסר עובד מצוין, מרגיש איכותי ביד. לשיקולכם.",REAL
"אני משתמש בו יום‑יום. הפלסטיק מרגיש זול. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
קניתי לפני כמה שבועות והחוויה הייתה גרועה ברמות. לא עומד בציפיות. לא מבין איך יש לזה בכלל ביקורות טובות באתר.,FAKE
"הגיע עם שליח עד הבית והחוויה הייתה גרועה ברמות. הייתי מצפה ליותר במחיר הזה. אל תקנו בשום אופן, טעות של החיים!",FAKE
קניתי לפני כמה שבועות והחוויה הייתה גרועה ברמות. הפלסטיק מרגיש זול. לא מבין איך יש לזה בכלל ביקורות טובות באתר.,FAKE
"אני משתמש בו יום‑יום. לא עומד בציפיות. אולי קיבלתי יחידה פחות מוצלחת, אבל כרגע אני לא מרוצה.",REAL
"אספתי מהחנות בקניון וזה פשוט לא ייאמן כמה המיקסר הזה מושלם!!! חוויית שימוש מצוינת ברמה אחרת לגמרי, הכי טוב בעולם נקודה סוף!!",FAKE
"הוזמן מאתר אינטרנט ידוע וזה פשוט לא ייאמן כמה האוזניות הזה מושלם!!! שווה כל שקל ברמה אחרת לגמרי, פשוט וואו, שינה לי את החיים מקצה לקצה!!!",FAKE
